1: France, 0, 10;
2: France, 1, 10;
3: France, 2, 10; France, 1, 4;
4: France, 2, 10; Spain, 3, 10;
5: Spain, 3, 20; France, 2, 4;
6: Spain, 3, 14; France, 5, 10;
1417: Spain, 125, 224; Italy, 387, 186; Italy, 171, 174;
1418: Spain, 125, 224; Italy, 387, 186; Italy, 171, 174;
1419: Spain, 125, 224; Italy, 387, 186; Italy, 171, 174;
1420: Spain, 125, 224; Italy, 387, 186; Italy, 171, 174;
1421: Spain, 125, 224; Italy, 387, 180; Italy, 171, 174;
1422: Spain, 125, 224; Italy, 387, 176; Italy, 171, 174;
1423: Spain, 125, 224; Italy, 387, 176; Italy, 171, 174;
1424: Spain, 125, 224; Italy, 387, 176; Italy, 171, 174;
1425: Spain, 125, 224; Italy, 171, 174; Italy, 387, 170;
1426: Spain, 125, 224; Italy, 171, 174; Italy, 387, 170;
1427: Spain, 125, 224; Italy, 171, 174; Italy, 387, 170;
1428: Spain, 125, 224; Italy, 171, 174; Italy, 387, 170;
1429: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1430: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1431: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1432: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1433: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1434: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1435: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1436: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1437: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1438: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1439: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1440: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1441: Spain, 125, 224; Italy, 171, 184; Italy, 387, 170;
1442: Spain, 125, 224; Italy, 171, 180; Italy, 387, 170;
1443: Spain, 125, 224; Italy, 171, 180; Italy, 387, 170;
1444: Spain, 125, 224; Italy, 171, 180; Italy, 387, 166;
1445: Spain, 125, 224; Italy, 171, 180; Italy, 387, 166;
1446: Spain, 125, 224; Italy, 171, 180; Italy, 387, 166;
1447: Spain, 125, 224; Italy, 171, 180; Italy, 387, 166;
1448: Spain, 125, 220; Italy, 171, 180; Italy, 387, 166;
1449: Spain, 125, 220; Italy, 171, 180; Italy, 387, 166;
1450: Spain, 125, 216; Italy, 171, 180; Italy, 387, 166;
1451: Spain, 125, 216; Italy, 171, 180; Italy, 387, 166;
1452: Spain, 125, 216; Italy, 171, 180; Italy, 387, 166;
1453: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1454: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1455: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1456: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1457: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1458: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1459: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1460: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1461: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1462: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1463: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1464: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1465: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1466: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1467: Spain, 125, 204; Italy, 171, 180; Italy, 387, 166;
1468: Spain, 125, 200; Italy, 171, 180; Italy, 387, 166;
1469: Spain, 125, 210; Italy, 171, 180; Italy, 387, 166;
1470: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1471: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1472: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1473: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1474: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1475: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1476: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1477: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1478: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1479: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1480: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1481: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1482: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1483: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1484: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1485: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1486: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1487: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1488: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1489: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1490: Spain, 125, 206; Italy, 171, 180; Italy, 387, 166;
1491: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1492: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1493: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1494: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1495: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1496: Spain, 125, 202; Italy, 171, 180; Italy, 387, 166;
1497: Spain, 125, 198; Italy, 171, 180; Italy, 387, 166;
1498: Spain, 125, 198; Italy, 171, 180; Italy, 387, 166;
1499: Spain, 125, 198; Italy, 171, 180; Italy, 387, 166;
1500: Spain, 125, 198; Italy, 171, 180; Italy, 387, 166;
1501: Spain, 125, 194; Italy, 171, 180; Italy, 387, 166;
1502: Spain, 125, 194; Italy, 171, 180; Italy, 387, 166;
1503: Spain, 125, 194; Italy, 171, 180; Italy, 387, 166;
1504: Spain, 125, 194; Italy, 171, 180; Italy, 387, 166;
1505: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1506: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1507: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1508: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1509: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1510: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1511: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1512: Spain, 125, 194; Italy, 171, 176; Italy, 50, 168;
1513: Spain, 125, 194; Italy, 171, 176; Italy, 50, 168;
1514: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1515: Spain, 125, 194; Italy, 171, 176; Italy, 387, 166;
1516: Spain, 125, 204; Italy, 171, 176; Italy, 387, 166;
1517: Spain, 125, 204; Italy, 171, 176; Italy, 387, 166;
1518: Spain, 125, 204; Italy, 171, 176; Italy, 387, 166;
1519: Spain, 125, 204; Italy, 171, 176; Italy, 387, 166;
1520: Spain, 125, 204; Italy, 171, 170; Italy, 387, 166;
1521: Spain, 125, 204; Italy, 171, 170; Italy, 387, 166;
1522: Spain, 125, 204; Italy, 171, 170; Italy, 387, 166;
1523: Spain, 125, 198; Italy, 171, 170; Italy, 387, 166;
1524: Spain, 125, 198; Italy, 171, 170; Italy, 387, 166;
1525: Spain, 125, 198; Italy, 171, 170; Italy, 387, 166;
1526: Spain, 125, 194; Italy, 171, 170; Italy, 387, 166;
1527: Spain, 125, 204; Italy, 171, 170; Italy, 387, 166;
1528: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1529: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1530: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1531: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1532: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1533: Spain, 125, 204; Italy, 50, 172; Italy, 171, 170;
1534: Spain, 125, 214; Italy, 50, 172; Italy, 171, 170;
1535: Spain, 125, 214; Italy, 50, 172; Italy, 171, 170;
1536: Spain, 125, 214; Italy, 50, 172; Italy, 171, 170;
1537: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1538: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1539: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1540: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1541: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1542: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1543: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1544: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1545: Spain, 125, 224; Italy, 50, 172; Italy, 171, 170;
1546: Spain, 125, 224; Italy, 171, 170; Italy, 50, 168;
1547: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1548: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1549: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1550: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1551: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1552: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1553: Spain, 125, 224; Italy, 50, 178; Italy, 171, 170;
1554: Spain, 125, 224; Italy, 50, 178; Italy, 171, 166;
1555: Spain, 125, 224; Italy, 50, 178; Italy, 171, 166;
1556: Spain, 125, 220; Italy, 50, 178; Italy, 171, 166;
1557: Spain, 125, 230; Italy, 50, 178; Italy, 171, 166;
1558: Spain, 125, 240; Italy, 50, 178; Italy, 171, 166;
1559: Spain, 125, 240; Italy, 50, 178; Italy, 171, 166;
1560: Spain, 125, 240; Italy, 50, 178; Italy, 171, 166;
1561: Spain, 125, 240; Italy, 50, 178; Italy, 171, 160;
1562: Spain, 125, 240; Italy, 50, 178; Italy, 171, 160;
1563: Spain, 125, 240; Italy, 50, 178; Italy, 171, 160;
1564: Spain, 125, 240; Italy, 50, 174; Italy, 171, 160;
1565: Spain, 125, 240; Italy, 50, 174; Italy, 171, 160;
1566: Spain, 125, 240; Italy, 50, 174; Italy, 171, 160;
1567: Spain, 125, 240; Italy, 50, 174; Italy, 171, 160;
1568: Spain, 125, 240; Italy, 50, 174; Italy, 171, 160;
1569: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1570: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1571: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1572: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1573: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1574: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1575: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1576: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1577: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1578: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1579: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1580: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1581: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1582: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1583: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1584: Spain, 125, 240; Italy, 50, 184; Italy, 171, 160;
1585: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1586: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1587: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1588: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1589: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1590: Spain, 125, 240; Italy, 50, 184; Italy, 171, 170;
1591: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1592: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1593: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1594: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1595: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1596: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1597: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1598: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1599: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1600: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1601: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1602: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1603: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1604: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1605: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1606: Spain, 125, 240; Italy, 50, 184; Italy, 171, 166;
1607: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1608: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1609: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1610: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1611: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1612: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1613: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1614: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1615: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1616: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1617: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1618: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1619: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1620: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1621: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1622: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1623: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1624: Spain, 125, 240; Italy, 50, 180; Italy, 171, 176;
1625: Spain, 125, 236; Italy, 50, 180; Italy, 171, 176;
1626: Spain, 125, 236; Italy, 50, 180; Italy, 171, 176;
1627: Spain, 125, 236; Italy, 50, 180; Italy, 171, 176;
1628: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1629: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1630: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1631: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1632: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1633: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1634: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1635: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1636: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1637: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1638: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1639: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1640: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1641: Spain, 125, 236; Italy, 50, 180; Italy, 171, 172;
1642: Spain, 125, 236; Italy, 50, 180; Italy, 171, 166;
1643: Spain, 125, 230; Italy, 50, 180; Italy, 171, 166;
1644: Spain, 125, 230; Italy, 50, 180; Italy, 171, 166;
1645: Spain, 125, 230; Italy, 50, 180; Italy, 171, 166;
1646: Spain, 125, 230; Italy, 50, 180; Italy, 171, 166;
1647: Spain, 125, 230; Italy, 50, 174; Italy, 171, 166;
1648: Spain, 125, 226; Italy, 50, 174; Italy, 171, 166;
1649: Spain, 125, 226; Italy, 50, 168; Italy, 171, 166;
1650: Spain, 125, 220; Italy, 50, 168; Italy, 171, 166;
1651: Spain, 125, 220; Italy, 50, 168; Italy, 171, 166;
1652: Spain, 125, 220; Italy, 50, 168; Italy, 171, 166;
1653: Spain, 125, 220; Italy, 171, 166; Italy, 50, 162;
1654: Spain, 125, 220; Italy, 171, 166; Italy, 50, 162;
1655: Spain, 125, 220; Italy, 171, 166; Italy, 50, 162;
1656: Spain, 125, 220; Italy, 171, 166; Italy, 50, 162;
1657: Spain, 125, 220; Italy, 171, 166; Italy, 50, 162;
1658: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1659: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1660: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1661: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1662: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1663: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1664: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1665: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1666: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1667: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1668: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1669: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1670: Spain, 125, 220; Italy, 171, 166; Italy, 50, 158;
1671: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1672: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1673: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1674: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1675: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1676: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1677: Spain, 125, 220; Italy, 171, 176; Italy, 50, 158;
1678: Spain, 125, 220; Italy, 171, 186; Italy, 50, 158;
1679: Spain, 125, 220; Italy, 171, 186; Italy, 50, 158;
1680: Spain, 125, 220; Italy, 171, 186; Italy, 50, 158;
1681: Spain, 125, 220; Italy, 171, 196; Italy, 50, 158;
1682: Spain, 125, 220; Italy, 171, 196; Italy, 50, 158;
1683: Spain, 125, 220; Italy, 171, 196; Italy, 50, 158;
1684: Spain, 125, 220; Italy, 171, 196; Italy, 50, 158;
1685: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1686: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1687: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1688: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1689: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1690: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1691: Spain, 125, 220; Italy, 171, 190; Italy, 50, 158;
1692: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1693: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1694: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1695: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1696: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1697: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1698: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1699: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1700: Spain, 125, 214; Italy, 171, 190; Italy, 50, 158;
1701: Spain, 125, 214; Italy, 171, 190; Italy, 50, 154;
1702: Spain, 125, 214; Italy, 171, 190; Italy, 50, 154;
1703: Spain, 125, 214; Italy, 171, 190; Italy, 50, 154;
1704: Spain, 125, 214; Italy, 171, 190; Italy, 50, 154;
1705: Spain, 125, 210; Italy, 171, 184; Italy, 50, 154;
1706: Spain, 125, 210; Italy, 171, 184; Italy, 50, 154;
1707: Spain, 125, 210; Italy, 171, 184; Italy, 50, 154;
1708: Spain, 125, 210; Italy, 171, 184; Italy, 50, 154;
1709: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1710: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1711: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1712: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1713: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1714: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1715: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1716: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1717: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1718: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1719: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1720: Spain, 125, 210; Italy, 171, 184; Italy, 50, 148;
1721: Spain, 125, 216; Italy, 171, 184; Italy, 50, 148;
1722: Spain, 125, 216; Italy, 171, 184; Italy, 50, 148;
1723: Spain, 125, 216; Italy, 171, 184; Italy, 50, 148;
1724: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1725: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1726: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1727: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1728: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1729: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1730: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1731: Spain, 125, 216; Italy, 171, 184; Italy, 387, 148;
1732: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1733: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1734: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1735: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1736: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1737: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1738: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1739: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1740: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1741: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1742: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1743: Spain, 125, 212; Italy, 171, 184; Italy, 387, 158;
1744: Spain, 125, 208; Italy, 171, 194; Italy, 387, 158;
1745: Spain, 125, 208; Italy, 171, 194; Italy, 387, 158;
1746: Spain, 125, 208; Italy, 171, 194; Italy, 387, 158;
1747: Spain, 125, 208; Italy, 171, 194; Italy, 387, 158;
1748: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1749: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1750: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1751: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1752: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1753: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1754: Spain, 125, 208; Italy, 171, 194; Italy, 387, 154;
1755: Spain, 125, 202; Italy, 171, 194; Italy, 387, 154;
1756: Spain, 125, 202; Italy, 171, 194; Italy, 387, 154;
1757: Spain, 125, 202; Italy, 171, 194; Italy, 387, 154;
1758: Spain, 125, 202; Italy, 171, 194; Italy, 387, 154;
1759: Spain, 125, 202; Italy, 171, 194; Italy, 387, 154;
1760: Spain, 125, 202; Italy, 171, 194; Italy, 387, 148;
1761: Spain, 125, 202; Italy, 171, 194; Italy, 387, 148;
1762: Spain, 125, 202; Italy, 171, 194; Italy, 387, 142;
1763: Spain, 125, 212; Italy, 171, 194; Italy, 387, 142;
1764: Spain, 125, 212; Italy, 171, 188; Italy, 387, 142;
1765: Spain, 125, 222; Italy, 171, 188; Italy, 387, 142;
1766: Spain, 125, 222; Italy, 171, 188; Italy, 387, 142;
1767: Spain, 125, 222; Italy, 171, 182; Italy, 387, 142;
1768: Spain, 125, 222; Italy, 171, 182; Italy, 387, 142;
1769: Spain, 125, 232; Italy, 171, 182; Italy, 387, 142;
1770: Spain, 125, 232; Italy, 171, 182; Italy, 387, 138;
1771: Spain, 125, 232; Italy, 171, 182; Italy, 387, 138;
1772: Spain, 125, 232; Italy, 171, 182; France, 176, 134;
1773: Spain, 125, 226; Italy, 171, 182; France, 176, 134;
1774: Spain, 125, 226; Italy, 171, 182; France, 176, 134;
1775: Spain, 125, 226; Italy, 171, 182; France, 176, 134;
1776: Spain, 125, 226; Italy, 171, 182; France, 176, 134;
1777: Spain, 125, 226; Italy, 171, 182; France, 176, 134;
1778: Spain, 125, 220; Italy, 171, 182; France, 176, 134;
1779: Spain, 125, 220; Italy, 171, 182; France, 176, 134;
1780: Spain, 125, 220; Italy, 171, 182; France, 176, 134;
1781: Spain, 125, 220; Italy, 171, 182; France, 176, 134;
1782: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1783: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1784: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1785: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1786: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1787: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1788: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1789: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1790: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1791: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1792: Spain, 125, 220; Italy, 171, 192; France, 176, 134;
1793: Spain, 125, 216; Italy, 171, 192; France, 176, 134;
1794: Spain, 125, 216; Italy, 171, 202; France, 176, 134;
1795: Spain, 125, 216; Italy, 171, 202; France, 176, 134;
1796: Spain, 125, 216; Italy, 171, 202; France, 176, 134;
1797: Spain, 125, 226; Italy, 171, 202; France, 176, 134;
1798: Spain, 125, 226; Italy, 171, 202; France, 176, 134;
1799: Spain, 125, 226; Italy, 171, 202; France, 176, 134;
1800: Spain, 125, 226; Italy, 171, 202; France, 176, 134;
1801: Spain, 125, 226; Italy, 171, 202; Italy, 387, 142;
1802: Spain, 125, 226; Italy, 171, 202; Italy, 387, 146;
1803: Spain, 125, 222; Italy, 171, 202; Italy, 387, 146;
1804: Spain, 125, 222; Italy, 171, 196; Italy, 387, 146;
1805: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1806: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1807: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1808: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1809: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1810: Spain, 125, 222; Italy, 171, 196; Italy, 387, 142;
1811: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1812: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1813: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1814: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1815: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1816: Spain, 125, 232; Italy, 171, 196; Italy, 387, 142;
1817: Spain, 125, 232; Italy, 171, 192; Italy, 387, 142;
1818: Spain, 125, 232; Italy, 171, 192; Italy, 387, 142;
1819: Spain, 125, 232; Italy, 171, 192; Italy, 387, 142;
1820: Spain, 125, 232; Italy, 171, 192; Italy, 387, 152;
1821: Spain, 125, 232; Italy, 171, 192; Italy, 387, 152;
1822: Spain, 125, 232; Italy, 171, 192; Italy, 387, 152;
1823: Spain, 125, 232; Italy, 171, 192; Italy, 387, 152;
1824: Spain, 125, 232; Italy, 171, 192; Italy, 387, 152;
1825: Spain, 125, 232; Italy, 171, 202; Italy, 387, 152;
1826: Spain, 125, 232; Italy, 171, 202; Italy, 387, 152;
